date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:03	2384/2384	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:16%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fproject%2Fvector-conversion%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed5e26.json	(from http://visiovista.com/project/vector-conversion/)
21:12:03	25142/25142	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:16%20GMT	http://visiovista.com/project_category/retouch/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/project_category/retouch/index.html	(from http://visiovista.com/project/retouch/)
21:12:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:16%20GMT	http://visiovista.com/?p=116	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexd78c.html	(from http://visiovista.com/project/vector-conversion/)
21:12:03	779/779	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/project/vector-conversion/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/project/vector-conversion/feed/index.html	(from http://visiovista.com/project/vector-conversion/)
21:12:04	2517/2517	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:18%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fproject%2Fvector-conversion%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embede71e	(from http://visiovista.com/project/vector-conversion/)
21:12:04	35437/35437	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:45:54%20GMT	http://visiovista.com/the-most-popular-best-writing-sites/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-most-popular-best-writing-sites/index.html	(from http://visiovista.com/blog/page/2/)
21:12:04	37036/37036	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:36:36%20GMT	http://visiovista.com/when-you-need-to-cite-six-writers-affordable/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/when-you-need-to-cite-six-writers-affordable/index.html	(from http://visiovista.com/blog/page/2/)
21:12:05	37432/37432	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:45:56%20GMT	http://visiovista.com/how-exactly-to-compose-a-correspondence-essay-7/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/how-exactly-to-compose-a-correspondence-essay-7/index.html	(from http://visiovista.com/blog/page/2/)
21:12:06	38729/38729	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:48:12%20GMT	http://visiovista.com/just-how-to-buy-persuasive-essay-online/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/just-how-to-buy-persuasive-essay-online/index.html	(from http://visiovista.com/blog/page/2/)
21:12:06	34667/34667	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:19%20GMT	http://visiovista.com/blog/page/3/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/blog/page/3/index.html	(from http://visiovista.com/blog/page/2/)
21:12:06	39016/39016	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:48:13%20GMT	http://visiovista.com/structure-of-a-phrase-paper-from-primary-parts-7/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/structure-of-a-phrase-paper-from-primary-parts-7/index.html	(from http://visiovista.com/blog/page/2/)
21:12:07	2370/2370	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:20%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fhow-to-choose-academic-paper-editing-service%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedbe56.json	(from http://visiovista.com/how-to-choose-academic-paper-editing-service/)
21:12:08	25292/25292	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:21%20GMT	http://visiovista.com/category/best-writing-paper/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/best-writing-paper/index.html	(from http://visiovista.com/blog/page/2/)
21:12:08	38394/38394	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:48:14%20GMT	http://visiovista.com/simple-tips-to-describe-yourself-on-a-dating-9/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/simple-tips-to-describe-yourself-on-a-dating-9/index.html	(from http://visiovista.com/blog/page/2/)
21:12:08	25294/25294	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:21%20GMT	http://visiovista.com/category/essay-writing-online/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/essay-writing-online/index.html	(from http://visiovista.com/blog/page/2/)
21:12:09	25323/25323	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:22%20GMT	http://visiovista.com/category/essay-writer-cheap/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/essay-writer-cheap/index.html	(from http://visiovista.com/blog/page/2/)
21:12:09	40009/40009	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:48:15%20GMT	http://visiovista.com/scientific-dissertation-the-information-and-11/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/scientific-dissertation-the-information-and-11/index.html	(from http://visiovista.com/blog/page/2/)
21:12:09	38000/38000	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:45:55%20GMT	http://visiovista.com/identifying-good-term-paper-solutions/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/identifying-good-term-paper-solutions/index.html	(from http://visiovista.com/blog/page/2/)
21:12:10	37213/37213	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:45:55%20GMT	http://visiovista.com/you-re-in-a-place-professional-essay-writing/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/you-re-in-a-place-professional-essay-writing/index.html	(from http://visiovista.com/blog/page/2/)
21:12:10	34428/34428	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:07:52%20GMT	http://visiovista.com/499-2/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/499-2/index.html	(from http://visiovista.com/blog/page/2/)
21:12:11	2467/2467	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:23%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fhow-to-choose-academic-paper-editing-service%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed16d3	(from http://visiovista.com/how-to-choose-academic-paper-editing-service/)
21:12:11	25353/25353	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:24%20GMT	http://visiovista.com/category/real-mail-order-brides/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/real-mail-order-brides/index.html	(from http://visiovista.com/blog/page/2/)
21:12:11	25322/25322	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:24%20GMT	http://visiovista.com/category/do-my-assignment/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/do-my-assignment/index.html	(from http://visiovista.com/blog/page/2/)
21:12:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:26%20GMT	http://visiovista.com/?p=557	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexc9d1.html	(from http://visiovista.com/how-to-choose-academic-paper-editing-service/)
21:12:12	844/844	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/how-to-choose-academic-paper-editing-service/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/how-to-choose-academic-paper-editing-service/feed/index.html	(from http://visiovista.com/how-to-choose-academic-paper-editing-service/)
21:12:15	2405/2405	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:27%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Ftop-dating-guidelines-for-men-that-are-really%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed2257.json	(from http://visiovista.com/top-dating-guidelines-for-men-that-are-really/)
21:12:15	30254/30254	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:11:27%20GMT	http://visiovista.com/category/uncategorized/page/2/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/uncategorized/page/2/index.html	(from http://visiovista.com/category/uncategorized/)
21:12:15	857/857	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/top-dating-guidelines-for-men-that-are-really/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/top-dating-guidelines-for-men-that-are-really/feed/index.html	(from http://visiovista.com/top-dating-guidelines-for-men-that-are-really/)
21:12:16	59689/59689	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/uncategorized/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/uncategorized/feed/index.html	(from http://visiovista.com/category/uncategorized/)
21:12:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:30%20GMT	http://visiovista.com/?p=549	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexbcc1.html	(from http://visiovista.com/top-dating-guidelines-for-men-that-are-really/)
21:12:18	2502/2502	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:31%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Ftop-dating-guidelines-for-men-that-are-really%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embededd5	(from http://visiovista.com/top-dating-guidelines-for-men-that-are-really/)
21:12:21	8981/8981	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/legit-online-dating-sites/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/legit-online-dating-sites/feed/index.html	(from http://visiovista.com/category/legit-online-dating-sites/)
21:12:22	2447/2447	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:33%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fkinds-of-ukrainian-women-you-might-be-very-likely-4%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed9c91.json	(from http://visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/)
21:12:22	879/879	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/feed/index.html	(from http://visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/)
21:12:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:34%20GMT	http://visiovista.com/?p=547	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index7cc7.html	(from http://visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/)
21:12:24	2544/2544	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:37%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fkinds-of-ukrainian-women-you-might-be-very-likely-4%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedcce7	(from http://visiovista.com/kinds-of-ukrainian-women-you-might-be-very-likely-4/)
21:12:28	2425/2425	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:39%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwe-re-conscious-that-our-clients-assignment%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed63b6.json	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:40%20GMT	http://visiovista.com/?p=545	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index3a3f.html	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:28	863/863	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/we-re-conscious-that-our-clients-assignment/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/we-re-conscious-that-our-clients-assignment/feed/index.html	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:28	7245/7245	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/webcams-reviews/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/webcams-reviews/feed/index.html	(from http://visiovista.com/category/webcams-reviews/)
21:12:30	2524/2524	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:44%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwe-re-conscious-that-our-clients-assignment%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embeda129	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:30	170/170	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:46%20GMT	http://blog.internationalstudent.com/wp-content/uploads/2011/01/student-books.jpg	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/blog.internationalstudent.com/wp-content/uploads/2011/01/student-books.81.delayed	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:34	27358/27358	---M--	200	added ('OK')	image/jpeg	etag:%225bda02fb-6ade%22	https://blog.internationalstudent.com/wp-content/uploads/2011/01/student-books.jpg	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/blog.internationalstudent.com/wp-content/uploads/2011/01/student-books.jpg	(from http://visiovista.com/we-re-conscious-that-our-clients-assignment/)
21:12:34	2435/2435	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:48%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwhenever-you-ve-settled-on-composing-essay%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedf39e.json	(from http://visiovista.com/whenever-you-ve-settled-on-composing-essay/)
21:12:35	865/865	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/whenever-you-ve-settled-on-composing-essay/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/whenever-you-ve-settled-on-composing-essay/feed/index.html	(from http://visiovista.com/whenever-you-ve-settled-on-composing-essay/)
21:12:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:49%20GMT	http://visiovista.com/?p=539	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexfded.html	(from http://visiovista.com/whenever-you-ve-settled-on-composing-essay/)
21:12:35	2534/2534	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:49%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwhenever-you-ve-settled-on-composing-essay%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed16c2	(from http://visiovista.com/whenever-you-ve-settled-on-composing-essay/)
21:12:37	2438/2438	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:51%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-advance-of-knowledge-throughout-buy-essay%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed0edd.json	(from http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/)
21:12:37	868/868	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-advance-of-knowledge-throughout-buy-essay/feed/index.html	(from http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/)
21:12:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:51%20GMT	http://visiovista.com/?p=537	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexfbc0.html	(from http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/)
21:12:38	2535/2535	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:52%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-advance-of-knowledge-throughout-buy-essay%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed90bc	(from http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/)
21:12:43	2914/2914	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:11:57%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fmonitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedb502.json	(from http://visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/)
21:12:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:11:58%20GMT	http://visiovista.com/?p=527	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index9a9b.html	(from http://visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/)
21:12:44	1123/1123	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/feed/index.html	(from http://visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/)
21:12:44	63240/63240	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Nov%202017%2001:34:21%20GMT	https://freeology.com/wp-content/files/bloomingorange-thumb.png	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/freeology.com/wp-content/files/bloomingorange-thumb.png	(from http://visiovista.com/the-advance-of-knowledge-throughout-buy-essay/)
21:12:45	3013/3013	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:11:59%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fmonitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedd1e3	(from http://visiovista.com/monitoramento-e-manutencao-de-sitios-por-que-a-configuracao-do-seu-site-e-exclusivamente-o-comeco-como-fazer-um-blog-personalizado/)
21:12:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:12:02%20GMT	http://visiovista.com/?p=555	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index960c.html	(from http://visiovista.com/scholarships-with-june-2015-deadlines-2/)
21:12:48	2339/2339	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:12:01%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fscholarships-with-june-2015-deadlines-2%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed5e7e.json	(from http://visiovista.com/scholarships-with-june-2015-deadlines-2/)
21:12:48	827/827	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/scholarships-with-june-2015-deadlines-2/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/scholarships-with-june-2015-deadlines-2/feed/index.html	(from http://visiovista.com/scholarships-with-june-2015-deadlines-2/)
21:12:49	2436/2436	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:12:04%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fscholarships-with-june-2015-deadlines-2%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedc283	(from http://visiovista.com/scholarships-with-june-2015-deadlines-2/)
21:12:51	2369/2369	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:12:04%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fhelp-me-write-my-essay-reviews-amp-guide%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedfcff.json	(from http://visiovista.com/help-me-write-my-essay-reviews-amp-guide/)
21:12:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:12:05%20GMT	http://visiovista.com/?p=525	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index27cd.html	(from http://visiovista.com/help-me-write-my-essay-reviews-amp-guide/)
21:12:51	839/839	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/help-me-write-my-essay-reviews-amp-guide/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/help-me-write-my-essay-reviews-amp-guide/feed/index.html	(from http://visiovista.com/help-me-write-my-essay-reviews-amp-guide/)
21:12:52	2465/2465	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:12:06%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fhelp-me-write-my-essay-reviews-amp-guide%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed4dda	(from http://visiovista.com/help-me-write-my-essay-reviews-amp-guide/)
21:12:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:12:07%20GMT	http://visiovista.com/?p=523	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index16bc.html	(from http://visiovista.com/online-writing-websites-explained-12/)
21:12:54	2321/2321	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:12:07%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fonline-writing-websites-explained-12%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed07b1.json	(from http://visiovista.com/online-writing-websites-explained-12/)
21:12:54	817/817	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/online-writing-websites-explained-12/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/online-writing-websites-explained-12/feed/index.html	(from http://visiovista.com/online-writing-websites-explained-12/)
21:12:55	2418/2418	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:12:09%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fonline-writing-websites-explained-12%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed54f9	(from http://visiovista.com/online-writing-websites-explained-12/)
21:12:56	6029/6029	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:12:11%20GMT	http://visiovista.com/wp-login.php?action=lostpassword	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-loginc2b6.html	(from http://visiovista.com/wp-login.php)
21:12:57	7031/7031	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/online-essay-writers-247/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/online-essay-writers-247/feed/index.html	(from http://visiovista.com/category/online-essay-writers-247/)
21:12:59	1863/1863	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/project_category/3d-modeling/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/project_category/3d-modeling/feed/index.html	(from http://visiovista.com/project_category/3d-modeling/)
